評論者,評等,評語
熊谷梨沙,4,東西新鮮，很好吃。今天我的生日，一個事情有點可惜的是... 我們網路上提早買了餐券，不過原來有生日優惠，沒有買餐券比較划算了。。。
何玉慧,4,菜色很好，用餐環境整齊，包含中式•西式•生魚片炸蝦多樣沒辦法一樣一樣寫出。
Gary Li,4,豐富的餐點，價格略貴。
Kevin,2,(由 Google 提供翻譯) 非常失望！ ！ ！(原始評論)非常失望！！！
陳淑芬,5,東西多樣 好吃 家人聚餐首選
范姜玉珍,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Mei wen Hui,5,今天第一次來 看到超多美食感覺吃不完想打包的概念 哈哈 ⋯⋯更多今天第一次來 看到超多美食感覺吃不完想打包的概念 哈哈每位服務生 都很親切 友善辛苦你們咯
Chen.Fu Youn,2,感覺還好，主菜沒什麼吸引我的，價格偏高
HsiuChin Huang,5,當聚餐成員有不同年齡層和口味差距較大時，這裡是很好的選擇。
Star Tseng,4,下午餐很實惠
洪羽珊,2,很多東西沒了，遲遲不補，不然就補一些些，好像怕人家吃的感覺
JIAN YUAN Lai,4,過年晚餐時段，5點半進場，說可以吃到9點多，但8點多幾乎都在收了，基本上可以吃到3小時還吃不飽的大胃王不建議來，過年也比平常假日貴，雖然餐點選擇不少，不知道其它時間有沒有類似狀況？
Joy Chang,1,每年都會來這裡聚餐1-2次，至少有10年了，一直都喜歡這裡的環境，也一直覺得這裡的服務比其他分店來的好很多。事先有先上網查好不會有壽星的折扣，想說那會不會像之前一樣有小蛋糕可以幫家人慶生，於是詢問櫃台的服務員，結果得到我要的答案也順便得到蔡姓服務員的白眼，謝謝妳哦
馮千華,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Amy Lu,1,我們今日是家庭聚餐.在未到用餐結束的前半小時.服務人員將我們11人的餐具皆全數收走.讓我們非常詫異的認為.餐廳是在趕客人嗎？（我們已讓男服務人員.用現金結完帳）當下有反應未用餐結束.仍然執意將餐具收走.感覺這家餐廳的服務教育訓練有待加強！
蔡志昌,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
陳光御,3,食材沒變化
Hsiu-Ju Hsiao,4,服務親切、餐點種類豐富，不限用餐時間，可以悠閒地慢慢享用美食~
芭尼力,5,一分錢一分貨，很實在的餐點。服務生陳O孜親切有笑容，服務周到，賓至如歸😊
蘇錦洲,5,菜色鮮美自行取用動線便利，適合全家或團體用餐 ！
鳥,5,好吃～生牛肉非常喜歡
林睿騰,5,還不錯
張犬控,4,餐點不錯，甜點的生巧克力特別好吃，就是位置有點擠
杜若愚,4,日前已發佈相關評論，近期尚無新增資訊與評論。
洪淑美,5,餐點多樣好吃，值得推薦。
陳一紅,3,感覺海鮮類沒有很新鮮，服務人員於收餐盤中會不斷告知用餐時間，不是很舒服
Ives Lin,2,港點那裡有蟑螂味
克萊爾,5,好吃，服務人員的態度很好，環境乾淨
施銘,3,菜色真的越來越爛
jojo lee,3,素食，需要點套餐
Jack Hsu,4,菜色還不錯
HouRen Chen,3,座位區和動線有點擁擠餐點菜色種類很多也算不錯吃但是對應到價格會覺得應該要更好吃
蕭凱文,4,空間大。食品多
林文淵,4,菜色多樣，服務佳。
Bruce Chen,5,各種食材新鮮好吃 多樣現炸現煮食品都秒殺
葉文暉,5,好吃，總類多。還沒吃過一輪就飽了。
Kueichih Wang,3,連續吃六年，菜色變化不大
Donna Yeh,5,彩色豐富，各種飲品還有啤酒，全家與朋友聚餐好地點。
黎銘榮,4,美食吃到飽
莊慧英,5,食材不錯，東西好吃
司徒海,5,吃過的Buffet 中最物超所值
奕小靜,4,白蝦太老飲料有點水，宇治金時抹茶冰很棒！做手卷的師傅很親切
田雪林,2,菜色變化不多
lin akura,3,(由 Google 提供翻譯) 一般般(原始評論)一般般
Patrick Wissing,5,(由 Google 提供翻譯) 很棒的自助餐(原始評論)Great buffet
林顥承,5,食材新鮮，整體還不錯
JACKY CHEN,5,餐點好吃，服務生態度很棒。
Patty S,5,所有的服務人員態度與服務效率(尤其櫃台經理)真的很棒，海鮮及食物也很新鮮，真的不錯，沒有什麼不好的地方。
莊雅羿,5,環境舒適、服務體貼、美食好吃！
魏銘仁,4,很棒的環境 我是吃平日下午茶 餐點蠻不錯的   對的起他的價位
滑滑,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
黃健誌,5,還算不錯，服務不錯。座位間隔有點窄，是略為可惜的地方。
eillen tung,5,菜色多樣，食材高檔，物超所值！
JASON CHEN,5,(由 Google 提供翻譯) 超值(原始評論)超值
德昌林,2,今日中餐去享用，碰到料理牛排服務人員給了一張不肖的表情，把消費者當作乞丐來服務，希望能夠提升一下服務水準
leo liao,5,環境優美舒適，人員服務態度佳，雖然本次用餐為晚餐時間，但大部分櫃台補餐速度算快。也不時會有人員詢問是否要收空的餐盤（我的位置算坐在最裡面最邊緣，但沒有被遺忘😅）餐點類別也很多種，尤其是湯品的部分都很讚，濃湯、燉牛肉清湯、蛤蜊湯都好喝。冷飲也很特別，是使用自助式氮氣冷粹區。食材新鮮，多樣，很推薦大家來用餐喔！
Chong Fu,5,不知道吃什麼的時候，不會踩雷的名單之一
HUIHSIN LU,5,環境寬敞又乾淨。食材很不錯。
李權倫,5,環境設計得很漂亮 燴炒區 還行 烤雞腿好吃 骰子牛 我覺得還好 牛肉湯的牛肉蠻嫩的 也解油膩 奶油螃蟹湯 好喝 炸蝦好吃  鴨肉捲 蠻不錯的 但單吃烤鴨不吃捲 也蠻好吃的 烤布蕾 好吃 焦糖葡萄柚 蠻新鮮的口感 哈根達斯 好吃 選擇吃的種類非常多樣 好吃的程度也都有中上 我覺得不錯
dannis lee,5,好吃 氣氛佳 環境舒適
Jason Lee,4,貴但好吃
招財貓貓,3,第一次吃這間有點小失望平常家庭聚餐 ⋯⋯更多第一次吃這間有點小失望平常家庭聚餐會在華納商圈吃6F這次朋友生日才來這首先東西很多是跟台北一樣的但是出餐速度有點慢我逛了好幾圈空盤一堆想吃都吃不到排隊拿鴨肉捲塞爆了我是排第四個(我那時最後一個)當我再轉頭時候已經排十幾個了然後生日只扣90元...後來去付停車費時剛好付90元有點空虛在台北會送茶包組合或小禮物或小蛋糕所以生日去這間店很空虛~不划算感覺服務人員還OK大部分是好的但還是有一些臉臭愛理不理的也很糟問東西在哪不太高興的比一下差的就到這但好吃的餐點還是有的以下個人意見~參考就好熟食區第一名~焗烤蚵仔~排隊靠人品~排過的就懂我說啥~一人最多拿兩個我去剛好最後兩個~後面的抱歉了~第二名~鴨肉捲-真的好吃~但要排隊最好是有經驗的人做~要不然會塞一堆人~等很久第三名~骰子牛肉跟孜然排骨這兩個很難選就放第三吧!甜食區第一名~不用想就是烤布雷就是好吃不多說~上面是焦糖~下面布丁~搭起來很好吃第二名~提拉米蘇還不錯~甜度剛好~又綿密~好吃第三名~哈根達斯貴又好吃的冰~但很甜~然後一堆人會一直塞在那邊先想好要吃啥在排隊不要一堆人到妳挖又在哪邊想導致後面塞住不要當饗食三寶~OK!之前都吃下午茶第一次吃中餐老實說~我寧願吃下午茶第一~吃完晚上不用吃~一餐抵兩餐第二~比較便宜差一百也爽第三~餐點差不多下午茶跟中餐~只差兩到三道菜~第四~人會比較少下午茶人真的比較少結論午餐人多~餐盤皆空出餐算慢~就會塞住生日好禮~只扣90這樣就沒~有點失望服務人員~有些臉臭一星兩分~我給五分改進空間~實在太多因該不會~再來享用就此告別~希望改進
Hoitung Chan,5,非常喜歡
Ken Chung,4,各項菜色都不錯 甜點稍微弱了一點
周延申,5,貴但很餓的時候去吃很划算
鄭聿秝,4,聚餐，愛吃什拿什。
兒,1,今日來用餐 在結束前半小時非常不開心點甜點員工一直跟隔壁講話 也不清楚到底有沒有聽到每個都有講兩次回到位子上 服務人員也沒問就把蛤蠣湯收走==到底有沒有禮貌
拙狀,5,就愛吃生魚片
Go Wanna,4,菜色種類多，且新鮮好吃，服務人員貼心
楊繼偉,4,星期一這裡人比較少吃過很多間饗食天堂我認為桃園饗食最好 ⋯⋯更多星期一這裡人比較少吃過很多間饗食天堂我認為桃園饗食最好台南也不錯板橋饗食要加油
小亞,5,好吃，服務好，食材多樣，CP 值 高👍👍
張淑娟,5,餐點選擇多，食材新鮮，價格合理，聚餐的好選擇~
陳政遠,5,讚啦
吳袖綺,5,環境乾淨舒適生魚片很新鮮水果甜點種類也算多但生牛肉歷年來嘗試了無數次一樣咬不動😂
Chang Misa,3,餐具清潔有待加強
點點Zoe,4,烤物很推薦....牛排硬到切不開😭蛤蜊湯品質不錯不知道為什麼感覺東西沒有台中的好吃
搞玩頻道,5,吃到飽高級餐廳！聚餐首選吃到飽！
Walis Chien,5,食材品質中上 重複性不高  清潔速度很快顧客出狀況後反應很快
Blue Yang,2,空間、環境安排不優，服務生帶位或服務反應不太ok
熊佩芬,5,品項很多，氣氛不錯
Janice Janice,3,選擇蠻少的，甚至有個男服務生直接把香草布丁布丁給我，第二次經過看到另一個女服務生在炙燒焦糖給其他客人，我才知道上面可以有焦糖⋯⋯⋯男生完全沒跟我說。其他服務人員都不錯，但食物真的還好，飲料選擇也沒有很多
劉昌華,5,美食饗宴
Colon Wang,4,(由 Google 提供翻譯) 好吃(原始評論)好吃
羅友,5,饗食天堂不愧是號稱全台灣CP值最高的百匯餐廳，種類多樣，料理方式也都不同，一次的用餐體驗可以吃到各式異國風味的特色料理，而且大部分都有餐廚人員為顧客取用或現做服務，不僅料理味道新鮮，也留下了良好的用餐體驗，很讚賞飲料吧的冰飲是氮氣冷粹的方式，不但可以喝到冰爽感還不用擔心放久了味道會被稀釋，從第一口到最後一口飲料的風味都一樣！不過唯獨小缺點是部分餐檯的餐點補菜速度稍微慢了一點。
pseu gen-jen Lee,5,口感不錯，中午用餐時間如增加到2:30分鐘則更佳!!
AKIRA Kong,4,菜色多，停車方便。
HW SHU,3,我覺得吃很爽。但比較可惜海鮮真的比較難拿到，特別是螃蟹。但是多樣性來說，還是有一定水準的。服務就不用說了，都很專業。 ⋯⋯更多我覺得吃很爽。但比較可惜海鮮真的比較難拿到，特別是螃蟹。但是多樣性來說，還是有一定水準的。服務就不用說了，都很專業。最讓我驚艷的是甜點的焦糖葡萄柚，真的很好吃，我不吃甜的人，對他處理的方式覺得很棒。椒鹽肋排跟骰子牛必吃，要注意骰牛有辣。基本上訂位就不用說了，雖然去吃下午茶還是有一點空位，但真的先訂位比較好。
black room,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
Polly,1,從開店到現在漲幅超大，但是品質並沒有跟著大幅提升，壽星優惠跟其他家Buffet 比起顯得非常小氣，相較之下差不多價位以後情願選擇飯店Buffet ，不會再選擇饗食天堂~~
hiroshi Cheng,3,沒東西可以吃 真慘。
國誠楊,4,乾淨，食材算多
葉亨利,4,(由 Google 提供翻譯) 舒服啦(原始評論)舒服啦
賴淑英,5,一個很棒的自助餐飲，空間寬敞，食材與價格適中，服務人員很勤快，保持用餐環境整潔。
Chioutung Wu,4,食料實在食品新鮮.用餐時間充足.服務上隨時收拾餐盤.用餐桌面始終保持清淨。
寒茜,5,吃飽飽，讚讚❤❤
林煜舜,5,氮氣魚池紅玉紅茶是我吃完整間店最驚豔的以下來說說為何 ⋯⋯更多氮氣魚池紅玉紅茶是我吃完整間店最驚豔的以下來說說為何魚池的紅玉台灣在地孕育多年的紅玉在世界舞台擁有一席之地本身香氣足 茶湯味渾厚用無糖一方面是考驗用茶的品質一方面才能算是在喝茶好紅茶用心感受是會有回甘甜的滋味再來本身用的茶品已經是好東西使用冷萃是方式將咖啡因及澀味感降到最低不用害怕晚上睡不著最後氮氣灌注加入氮氣是茶會近年才發現的讓茶入口變得很綿密香氣在溶解的泡沫中衝出來整體口感大幅提升氮氣不同於氣泡的地方在氣泡刺激的很容易搶走主角風采而氮氣是像在輔助幫助提升整杯的價值總結就是來饗食一定要喝在食用完其他高熱量高油脂食物時用一杯降溫解膩再一杯體驗全新感受最後一杯知道什麼才是真正的 泡沫紅茶！
宥子,5,東西都很新鮮 好吃
89 Tvius,5,飽到想吐！！
Claire Shen,1,板橋店沒有一樣值得一吃再吃的，有違『饗食天堂』的招牌，同行友人罵到不行😓
劉佳惠,5,(由 Google 提供翻譯) 好好吃～(原始評論)好好吃～
Renee,4,吃不停 吃太飽 吃不下 繼續吃 自作孽 的地方
Dragon L,4,(由 Google 提供翻譯) 好初(原始評論)好初
陳廷軒,5,東西感覺不多
盼宇潘,5,"好吃,服務不錯"
Carol Wang,2,11/18  中午12：30-13：50用餐櫃台短髮女性人很親切，裡面的主廚人也很好有一位主動推薦我喝喝看某奇亞籽的檸檬飲，說可以去油解膩，另外一位在牛肉派、披薩那邊的主廚主動問我要不要吃羊排、烤蝦（我繞了一整場都沒看到，感謝那位主廚請我吃） ⋯⋯更多11/18  中午12：30-13：50用餐櫃台短髮女性人很親切，裡面的主廚人也很好有一位主動推薦我喝喝看某奇亞籽的檸檬飲，說可以去油解膩，另外一位在牛肉派、披薩那邊的主廚主動問我要不要吃羊排、烤蝦（我繞了一整場都沒看到，感謝那位主廚請我吃）但是，在買單時，穿著西裝的男子收了我們的錢之後遲遲不來找錢。我們在座位上一直等，5分鐘後他幫隔壁客人買單，然後我就邊等邊去裝飲料喝，在別的用餐區看到那位西裝男子在盯著其他服務生清潔桌面，我當時心想：他是不是忘記找我們錢了？後來他給隔壁桌客人找錢，我們卻還是被漏掉，再5分鐘，我們問服務生什麼時候可以找錢給我們，服務生說他問一下，之後我們再等了5分鐘，受不了了直接去櫃台問，另一位一樣穿西裝的男子也只是一直抱歉抱歉抱歉抱歉，我們話都沒說完他就一直抱歉抱歉，真的感覺不到誠意。
溫宗憲,1,麻煩你們把你們的結帳動線跟流程改善一下好嗎？先收我們的錢卻要我們花時間等你們找錢?足足等了10分鐘以上客人的時間都不是時間就對了?其他客人比我們晚收錢卻比我們早找零?還過來跟我說在等一下?等到其他客人都走了我們還在等?能體諒趕時間的或沒辦法等的人嘛？如果因為等你們找錢錯過了什麼或是延誤那你們店家要負責嗎？?
Kiki Wish,3,材料越來越精減
陳淨文,4,(由 Google 提供翻譯) 上菜快速，清桌快速(原始評論)上菜快速，清桌快速
廖月敏,4,食物選擇多樣用餐環境乾淨但座位太小了
蔡靜怡,4,(由 Google 提供翻譯) 好多好吃的食物(原始評論)好多好吃的食物
Yu Min Queen,5,整體美食非常美味好吃~海鮮也新鮮~服務人員收盤清理也算頻繁~空間也算大~桌與桌的座位倒是有點太靠近了吃了12盤也算是滿足了!!
林小草,5,服務態度佳，很特別的炙燒葡萄柚，好吃
Tram Sock,5,去過京站店，以後只會來板橋店環境氣氛佳服務人員 廚師都很親切餐點飲料甜點選擇非常多樣
yuyan Peng,3,食物品質若在外面的餐廳找，200以內就能找到相對應的美味。優點是幫你蒐集了各式各樣不同種類的食物，可供自由挑選。但若是為了吃美食的話，還是去外找尋找會比較好吃且划算。
Wali Evans,5,吃到飽有撐，只有一個字形容，爽，
Renjie Zheng,5,好吃 乾淨
Jacky Liu,4,"老牌的buffet,味道很合我胃口。價錢也合理。"
莊貝敏,5,雙11限定抽獎，真的折抵$1111。
徐肇宏,4,氮氣冷淬咖啡及紅玉(紅茶)CP值高！
豆豆,4,員工好有禮貌，地方大舒服，食物可以啦當去完一些任吃的地方，再來饗食天堂吃你會覺得更值得來吃5:30~9:30不用吃太急
蔡民松,2,越來越貴 東西也粉了
Apple Sun,4,種類多 好吃 喜歡食物熱熱的話假日來最好
賴柏杉,5,選擇多元
Peggy Chen,5,好吃，食物很多樣，還有雞尾酒、啤酒等可以喝到飽~
劉逸盛,4,餐品種類眾多，只可惜食量已經無法負荷了  T^T
anne chang,4,服務好環境乾淨食材多元
Selina Hsu,5,在公主多次推薦下，這個不愛吃自助餐的媽總算帶著她來拔草了。不愧這個餐廳稱號，日式料理區：生魚片鮮度夠，壽司不大，一口剛好，可以吃好多，同區搭配小醬菜，醋飲，另一區炸物，空間規劃完美！意式薄pizza是現烤的，酥皮濃湯熱騰騰出爐 ⋯⋯更多在公主多次推薦下，這個不愛吃自助餐的媽總算帶著她來拔草了。不愧這個餐廳稱號，日式料理區：生魚片鮮度夠，壽司不大，一口剛好，可以吃好多，同區搭配小醬菜，醋飲，另一區炸物，空間規劃完美！意式薄pizza是現烤的，酥皮濃湯熱騰騰出爐飲料區可搭配孩子做無酒精的氣泡飲，服務員還會主動提醒，熱情做出孩子的氣泡蘋果汁。空間規劃方格型，所以收盤子速度很快。結賬人員瞥到桌上餐盤空了，立馬無線呼其他巡場人員收走。焦糖葡萄柚，噴上白蘭地，讓我這不愛吃甜點的人也吃了兩份。不給五星，對不起餐廳的用心。
于淑君,5,哈 食物真的好鮮 東西好多樣 哇！太棒了 吃飽吃好吃滿 太滿足囉
Aaron Huang,4,這幾年吃下來的心得是，一直有在進步！
葉福助,4,食材新鮮美味，活動吸引人中貳獎
米魯蛋,5,這家餐廳吃很多次了，菜色多，東西新鮮又好吃。
蒙九戈,2,第一次去剛開幕菜色打95分，第二次去略失望剩70分，第三次去只剩60分不到了
林玉麟,5,讚，只有這個字可形容。
Jessie C,4,在遠百板橋內，饗食天堂吃過很多分店，感覺每次都有新菜色，餐檯及環境也很寬敞，菜色選擇很豐富，看起來都好吃，服務人員也很積極巡視收盤，還不錯的吃到飽餐廳選擇。
密旬呂,3,感覺越來越沒有新鮮感了，從開幕的驚艷吃到現在，幾年了呢～完全沒有改變食材跟料理。深秋蟹季，居然沒有新鮮的蟹，讓我很失望，天婦羅炸蝦也不再酥脆，因為排隊人潮眾多，縮短油炸時間，失去了原本的口感，總之應該不會再去吃了！
李敏書,5,衝著假日晚上的菜色有和牛握壽司，以及豐富的海鮮，和朋友敲好時間就先線上預約，饗食天堂應該是許多人的吃過，不陌生的吃到飽餐廳，以CP值來說，下午茶的價格最實惠，但是菜色相較之下也比較少一些，因為很久沒吃了，這次就決定晚上去吃，從17：30進場吃到21：30，說真的我自己是覺得已經吃的心滿意足了，近期可以不用再吃吃到飽了，這次補餐的速度蠻快的，沒什麼等到，而且新的氮氣飲料很合我胃口，希望下次還能推出新的菜色
hime lin,5,餐點不錯 ，菜單有改過比較多樣
徐達利,4,竟然有氮氣冷粹咖啡，香滑好喝
kuen jr Lin,4,老點了！
女子攝影戴群芳,4,以這個價格來說，算是非常划算了，食物都蠻精緻， ⋯⋯更多以這個價格來說，算是非常划算了，食物都蠻精緻，可以吃很飽，雖然有些食材還是差強人意，但是已經很不錯了！位置的部分，建議如果客人太多就不要硬接單，被安排到最後方昏暗又角落的隔間，拿菜也遠，觀感也不好，
林偉德,5,老婆很愛這家店，直說生意火爆，菜色也多樣，下午茶的骰子牛、羊排、烤大蝦都不錯^_^
葉英雄,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
曾繁鎮,1,超爛
妡雅,4,很常來～好吃😋種類多
chung yu lee,4,現在沒有新鮮的生蠔供應了（若有都屬於小號用來焗烤）不然 當時 幾乎每逢假日一定會造訪
陳伊森,5,食材多樣，服務週到
Sarah Kuo,3,食材不夠多
Jenchien Huang,5,好吃服務也不錯！
jack Chang,5,吃到飽 美食饗宴
陳金雀,5,下午茶CP值不錯
許鈺義,5,板橋吃到飽第一首選
簡信忠,3,還算不錯吃
Chou Lee,5,(由 Google 提供翻譯) 愛它(原始評論)Love it
f20028711,1,用下午茶時，服務人員帶位可以帶到已經有人的位置，結帳的時候，刷卡可以刷錯金額?這樣的服務是令人傻眼的。
游離,5,整體的環境很不錯，人潮眾多，雖然我們並沒有訂位，但是卻不到三分鍾就可以入場了，感覺非常的絕佳
Ivy Chen,4,菜色眾多，不錯吃
Doreen Lin,5,整體都滿不錯的，平日吃人少，吃起來也比較舒服！小孩也吃得很好
黃俊溢,4,東西蠻好吃，不過價錢也漲了不少，已經和知名飯店附設的Buffet差不多(相同)價位，內場服務人員的態度都不錯，相比之下入口櫃檯的小姐表情跟語氣是否可以再和藹些...
昆山,3,都讚！唯獨牛排豬腳區切肉的戴眼鏡女服務生一次只給兩片薄片，要求多一片就臭臉，服務態度真差
Huei H,2,過往2-3年，在新竹桃園台北都有人請吃饗食天堂，印象很好如空間，動線和食材，但這次和家人一起在板橋，卻大失所望，四人桌大多塞5人，人潮擁擠的排隊拿歺，不只是一開始如此，是最後要結束水果，冰品，甜點都仍需要排，甚至有10人以上排，總之似乎店家以賺錢為最大公約數，補菜，現切，現炸等都不夠靈活，只有一個體會，商家不夠誠意，用等待排隊耗時間，失去能夠好好享受美食家人相處聚的喜悅！昨天發現他們有個上菜大原則即少放菜量，夾完再補一點夾完再少補，如此客人就少夾多等，板橋這家真的令人大失所望 ⋯⋯更多過往2-3年，在新竹桃園台北都有人請吃饗食天堂，印象很好如空間，動線和食材，但這次和家人一起在板橋，卻大失所望，四人桌大多塞5人，人潮擁擠的排隊拿歺，不只是一開始如此，是最後要結束水果，冰品，甜點都仍需要排，甚至有10人以上排，總之似乎店家以賺錢為最大公約數，補菜，現切，現炸等都不夠靈活，只有一個體會，商家不夠誠意，用等待排隊耗時間，失去能夠好好享受美食家人相處聚的喜悅！昨天發現他們有個上菜大原則即少放菜量，夾完再補一點夾完再少補，如此客人就少夾多等，板橋這家真的令人大失所望，
爾夏,5,肉類很好吃生魚及壽司  份量小巧可以享受更多美食不會因為單份  份量太多而吃不下其他食物
Anzo Chang,5,還是一樣不錯吃～～
柯南國,5,美味的餐廳，值得偶爾來品嚐
fight you,1,前幾天和朋友到板橋饗食天堂用餐感受超級差的，我們有訂位卻把我們安排到最後一排燈光昏暗且灰塵一大堆的位置跟店長反應結果說客滿無法換位置明明就有看到十幾個空位呀，而且店長態度惡劣还大聲說沒辦法換啦真的是有夠差勁的處理態度，不只如此我去夾比薩時还看到有一隻小強在餐台附近爬且它們家部份餐盤上面也有黃色的殘渣屑沒有洗乾淨，真的是超級噁心的!还有補菜速度也超級慢的，有些蛋糕和海鮮吃起來不新鮮，和店長反应竟然愛理不理的態度，真的是很过份，我們來消费又不是沒有付錢竟受如此待遇，饗食天堂老闆怎 ⋯⋯更多前幾天和朋友到板橋饗食天堂用餐感受超級差的，我們有訂位卻把我們安排到最後一排燈光昏暗且灰塵一大堆的位置跟店長反應結果說客滿無法換位置明明就有看到十幾個空位呀，而且店長態度惡劣还大聲說沒辦法換啦真的是有夠差勁的處理態度，不只如此我去夾比薩時还看到有一隻小強在餐台附近爬且它們家部份餐盤上面也有黃色的殘渣屑沒有洗乾淨，真的是超級噁心的!还有補菜速度也超級慢的，有些蛋糕和海鮮吃起來不新鮮，和店長反应竟然愛理不理的態度，真的是很过份，我們來消费又不是沒有付錢竟受如此待遇，饗食天堂老闆怎麼會找這麽素質低且無担當的人來當店長呀!我們再也不会再來板橋店消費的啦，真是CP值有夠低的低絕不推薦饗食天堂板橋店!!
Lonely Rider,5,還不錯
江紋萱,1,一周前就訂好中秋連假9/13的中午時段，剛剛接到響食天堂的電話打來要求我們和其他組客人併桌...自己貪心想超收就要損及其他客人的權益。 ⋯⋯更多一周前就訂好中秋連假9/13的中午時段，剛剛接到響食天堂的電話打來要求我們和其他組客人併桌...自己貪心想超收就要損及其他客人的權益。而且超收的下場就是當天一定爆多人，菜一上就空，也沒辦法好好的吃飯夾菜吧。我們索性取消訂位了，這麼貴的價位沒有用餐品質、還得到這種服務，要碼就應該在訂位時告知可能會併桌，現在講怎麼臨時找餐廳，根本強迫中獎。本來有點期待，但以後也不會去了。
均均,1,未用過的餐具不乾淨，尤其是杯子服務人員聽了也沒反應很多人都臭臉 ⋯⋯更多未用過的餐具不乾淨，尤其是杯子服務人員聽了也沒反應很多人都臭臉餐點及飲料也不值$986非常失望.......
egg moon,3,素食者非常不建議去吃 東西很少
快淘R QTR-,5,食材新鮮，餐點滿意，但豐Food還是略勝一籌
少尉,5,環境好  食材新鮮
彬宏,5,食材新鮮，服務態度棒，好吃，讚
廖基成,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
宋保芬,4,餐食豐富多樣，環境亁淨舒適•
claudia wang,5,食材新鮮，種類多樣，環境衛生，服務態度佳！
許正府,5,日本料理，披薩，牛排，水果，冰淇淋，綠茶各種飲料無限暢飲
Christine Yu,5,同樣吃到飽的餐廳比較，他們樣式很多，味道也都不錯，連湯都非常好喝，炸蝦略微瘦，生巧克力過甜，希望能增加更多小朋友愛吃的餅乾跟糖果~板橋店假日都客滿，要提早一個禮拜以上訂位喔！
Johnny Liu,4,飽到天靈蓋歷久不衰的吃到飽
張先生,5,(由 Google 提供翻譯) 好吃(原始評論)好吃
朱ジュウニン,4,經濟實惠，環境也不錯，就人太多了點......
蘇泰榮,3,交通方便，菜色尚可，價位偏高沒有任優惠活動，不推
berlin Zheng,5,假日時段全客滿，一定要預約，生魚片很大塊，種類也多，有松露馬鈴薯泥超好吃，牛排也美味炸蝦和烤蝦很道地，羊肩排軟嫩不腥 ⋯⋯更多假日時段全客滿，一定要預約，生魚片很大塊，種類也多，有松露馬鈴薯泥超好吃，牛排也美味炸蝦和烤蝦很道地，羊肩排軟嫩不腥生菜沙拉，比較弱一點啤酒喝到飽，適合好友來聚餐
葉朦,5,(由 Google 提供翻譯) 好吃啊(原始評論)好吃啊
Sam Huang,4,(由 Google 提供翻譯) 另一個很棒的自助餐廳這個分支最近必須打開，因為一切看起來都很新。這個地方非常寬敞舒適。我肯定會再來這個分店。(原始評論) …更多(由 Google 提供翻譯) 另一個很棒的自助餐廳這個分支最近必須打開，因為一切看起來都很新。這個地方非常寬敞舒適。我肯定會再來這個分店。(原始評論)Another great buffet place!  This branch must have recently opened because everything looks so new.  The place itself is very spacious and comfortable.  I would definitely come to this branch again.
cyang c,2,可以不用一直問收盤子 很有禮貌但很破壞氣氛
董吉裕,2,菜色一層不變...可否更新呢？
張雅真,1,喜歡吃牛肉，那切牛肉的女生，每次堅持只給一片，要跑很多次，到最後都切有油脂，無法咀嚼的牛肉，裡面肉都是硬硬的
王聖瑋,4,空間寬敞，天使紅蝦好吃
anny D,3,晚餐去吃 感覺生魚片 不是那麼新鮮....
alice chai,4,食物多樣、選擇性多
楊博宇,5,態度很好，菜色多樣，環境乾淨
風林火山,5,美味時尚
清晰,1,杯子很髒。未用過的餐具，有污漬，看了都沒什麼食慾，想吃個甜點，哈根達克斯冰淇淋裡面，竟然有不明贓汙。
Hotlily哈特莉莉,5,優質
江宗明,4,吃到飽又不用跑到台北市
馬文,5,烤蝦吃爽爽
蕭博士,5,好吃。但需事先訂位才有位置。
林勻之,4,餐點豐富又美味
許淑珍,5,很好吃，點心要加強
東東的爸,5,吃到後來才想到要拍照  食材多樣也不錯吃  這次去多了調酒喝  服務人員很親切  收盤子的速度很快
陳玫,4,餐點豐富食材還不錯
CL Huang,5,新鮮好吃
JU JU,5,"什麼都有,超值"
安妮,5,大推骰子牛肉，豬肉串，烤魚下巴，飲料覺得種類繁多，個人喜歡鮮淬綠茶，拿鐵咖啡也不錯。
DaTu Di,4,不知道吃啥就來饗食
Grace,4,覺得比五十樓好吃，菜色也比較多樣，服務人員態度也好。希望夾生魚片的長筷子能與夾牛肉的分開，對於不吃牛的人來說會非常困擾！今天再去吃發現起司盤不見了！焗烤生蠔好吃！這次的茶包外包裝非常難撕開，建議旁邊放把剪刀吧！
楊政濠,1,假日菜色空盤太多，會來不及補
Sunny Lai,4,(由 Google 提供翻譯) 好(原始評論)Good
frank Lin,3,第一次去，跟我想像與期待的有段差距。
如如,5,服務好環境也不錯東西也不錯
Kenneth Shih,4,推薦烤蝦丶炸蝦丶羊小排
楊素珍,4,甜點份量少可以多吃幾種，調酒師推薦的日式沙瓦可試試看好喝，香煎天使紅蝦，德國豬腳，生魚片...千萬別錯過
Tina Lucky,2,菜色多樣  品質普通
nicole nicole,4,老公的最愛之一～ 時間的推演只讓他的服務更好 菜色更佳～
Sakura Huang,5,視覺和味覺的超級享受，真的是美食的天堂♥
